candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,primary_source_url,https://www.medrxiv.org/content/10.64898/2026.05.15.26353296v1.full,https://doi.org/10.64898/2026.05.15.26353296,https://www.medrxiv.org/content/10.64898/2026.05.15.26353296v1.full,"medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for primary_source_url: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,publication_status,medRxiv preprint version 1; posted 2026-05-22,"Preprint (medRxiv/openRxiv, version 1, 2026)",medRxiv preprint version 1; posted 2026-05-22,"medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for publication_status: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,domain,Hospital epidemiology; antimicrobial resistance; synthetic contact-network digital twin,Hospital epidemiology and antimicrobial resistance digital twin,Hospital epidemiology; antimicrobial resistance; synthetic contact-network digital twin,"medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for domain: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,dataset_or_cohort,"Author-developed synthetic hospital simulator under canonical, partial-observation, shock, superspreader, surveillance, and distribution-shift regimes",Synthetic medium-hospital agent/contact-network simulator under canonical and shifted epidemiological/surveillance regimes,"Author-developed synthetic hospital simulator under canonical, partial-observation, shock, superspreader, surveillance, and distribution-shift regimes","medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for dataset_or_cohort: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,sample_scale,"10 wards, 200 patients, 300 staff; 60-day canonical and 360-day shifted trajectories; 12 independent replicates per family","10 wards, 200 patients, and 300 staff; canonical 60-day trajectories plus 360-day shifted experiments with 12 replicates per shift family","10 wards, 200 patients, 300 staff; 60-day canonical and 360-day shifted trajectories; 12 independent replicates per family","medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for sample_scale: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,institution_count,NA: fully synthetic hospital rather than an observed institutional cohort,NA: fully synthetic hospital rather than observed institutions,NA: fully synthetic hospital rather than an observed institutional cohort,"medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for institution_count: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,split_strategy,Trajectory-level train/validation/test partitions with disjoint simulator seed ranges; matched counterfactual branches share initial state and exogenous random stream,Disjoint simulation seeds for train/test; trajectory-level train/validation/test partitions for causal/action experiments; canonical-trained models are also tested zero-shot under shifts,Trajectory-level train/validation/test partitions with disjoint simulator seed ranges; matched counterfactual branches share initial state and exogenous random stream,"medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for split_strategy: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,observation_process,"Daily directed weighted patient-staff contact graphs; patient/staff attributes, admissions, antibiotic exposure, infection/resistance, isolation, screening and surveillance",Daily evolving patient-staff contact graph; full latent-state setting and partially observed surveillance setting with positive/knownness channels,"Daily directed weighted patient-staff contact graphs; patient/staff attributes, admissions, antibiotic exposure, infection/resistance, isolation, screening and surveillance","medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for observation_process: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,missingness,"Partial-observation experiments explicitly delay, reduce, or compress surveillance; no real-world missing-data mechanism","Partial observation is explicitly generated through delayed, less-frequent, and incomplete surveillance; incident channels are masked according to the observation regime","Partial-observation experiments explicitly delay, reduce, or compress surveillance; no real-world missing-data mechanism","medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for missingness: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,censoring_or_competing_events,"Admissions, discharges and importation are generated by the simulator; no observational censoring problem",NA: simulated fixed trajectories; importation and transmission are modeled processes rather than censoring events,"Admissions, discharges and importation are generated by the simulator; no observational censoring problem","medRxiv version 1 full text: Methods on the synthetic hospital, T=7/H=7 temporal graph task, partial observation, common-state/common-noise intervention branching, and constrained MILP; Results on surveillance and distribution shifts and within-state policy ranking; Code Availability links the predictive and causal repositories.",Primary-source adjudication for censoring_or_competing_events: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
